ResourceCategory,ResourceType,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
DocumentDB,databaseAccounts,ServiceAvailability,"Account requests availability at one hour, day or month granularity",TRUE,FALSE,"auto-generated, agc-5578",ServiceAvailability,Microsoft.DocumentDB/databaseAccounts,1,PT1H,PT5M,Average,LessThan,99.9,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts
https://learn.microsoft.com/azure/cosmos-db/monitor-reference#availability-metrics"
DocumentDB,databaseAccounts,TotalRequestUnits,SQL Request Units consumed,TRUE,FALSE,"auto-generated, agc-3381",TotalRequestUnits,Microsoft.DocumentDB/databaseAccounts,2,PT5M,PT1M,Total,GreaterThan,100.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""statuscode"", ""values"": [""429""]}]",,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts
https://learn.microsoft.com/azure/cosmos-db/monitor-reference#request-unit-metrics
https://learn.microsoft.com/azure/cosmos-db/monitor-request-unit-usage"
DocumentDB,databaseAccounts,ServerSideLatency,Server Side Latency,TRUE,FALSE,"auto-generated, agc-2201",ServerSideLatency,Microsoft.DocumentDB/databaseAccounts,3,PT5M,PT1M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts
https://learn.microsoft.com/azure/cosmos-db/monitor-reference#latency-metrics"
DocumentDB,databaseAccounts,ProvisionedThroughput,Provisioned Throughput,TRUE,FALSE,"auto-generated, agc-1906",ProvisionedThroughput,Microsoft.DocumentDB/databaseAccounts,3,PT1H,PT1M,Maximum,GreaterThan,3000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts
https://learn.microsoft.com/azure/cosmos-db/monitor-reference#request-unit-metrics"
DocumentDB,databaseAccounts,RegionFailover,Region Failed Over,TRUE,FALSE,"auto-generated, agc-1531",RegionFailover,Microsoft.DocumentDB/databaseAccounts,3,PT5M,PT1M,Count,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts"
DocumentDB,databaseAccounts,UpdateAccountKeys,Account Keys Updated,TRUE,FALSE,"auto-generated, agc-1232",UpdateAccountKeys,Microsoft.DocumentDB/databaseAccounts,2,PT5M,PT5M,Count,GreaterThanOrEqual,1.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""keytype"", ""values"": [""*""]}]",,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts
https://learn.microsoft.com/azure/cosmos-db/monitor-account-key-updates"
DocumentDB,databaseAccounts,DataUsage,Total data usage reported at 5 minutes granularity,TRUE,FALSE,"auto-generated, agc-707",DataUsage,Microsoft.DocumentDB/databaseAccounts,3,PT5M,PT1M,Total,GreaterThan,2147483648.0,StaticThresholdCriterion,,,,,,,
DocumentDB,databaseAccounts,MongoRequests,Number of Mongo Requests Made,TRUE,FALSE,"auto-generated, agc-518",MongoRequests,Microsoft.DocumentDB/databaseAccounts,3,PT5M,PT1M,Count,GreaterThan,9.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts
https://learn.microsoft.com/azure/cosmos-db/monitor-reference#request-metrics"
DocumentDB,databaseAccounts,RemoveRegion,Region Removed,TRUE,FALSE,"auto-generated, agc-448",RemoveRegion,Microsoft.DocumentDB/databaseAccounts,3,PT15M,PT5M,Count,GreaterThanOrEqual,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts"
DocumentDB,databaseAccounts,ReplicationLatency,P99 Replication Latency across source and target regions for geo-enabled account,TRUE,FALSE,"auto-generated, agc-390",ReplicationLatency,Microsoft.DocumentDB/databaseAccounts,3,PT15M,PT5M,Average,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
DocumentDB,databaseAccounts,SqlContainerDelete,Sql Container Deleted,TRUE,FALSE,"auto-generated, agc-364",SqlContainerDelete,Microsoft.DocumentDB/databaseAccounts,2,PT15M,PT5M,Count,GreaterThanOrEqual,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts"
DocumentDB,databaseAccounts,OfflineRegion,Region Offlined,TRUE,FALSE,"auto-generated, agc-304",OfflineRegion,Microsoft.DocumentDB/databaseAccounts,3,PT5M,PT1M,Count,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
DocumentDB,databaseAccounts,SqlDatabaseDelete,Sql Database Deleted,TRUE,FALSE,"auto-generated, agc-297",SqlDatabaseDelete,Microsoft.DocumentDB/databaseAccounts,2,PT15M,PT5M,Count,GreaterThanOrEqual,0.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/azure/cosmos-db/monitor?tabs=azure-diagnostics
https://learn.microsoft.com/azure/cosmos-db/create-alerts"
DBforMariaDB,servers,cpu_percent,CPU percent,TRUE,FALSE,"auto-generated, agc-746",cpu_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,storage_percent,Storage percent,TRUE,FALSE,"auto-generated, agc-420",storage_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,memory_percent,Memory percent,TRUE,FALSE,"auto-generated, agc-368",memory_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,
DBforMariaDB,servers,io_consumption_percent,IO percent,TRUE,FALSE,"auto-generated, agc-356",io_consumption_percent,Microsoft.DBforMariaDB/servers,2,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Cdn,profiles,ByteHitRatio,This is the ratio of the total bytes served from the cache compared to the total response bytes,TRUE,FALSE,"auto-generated, agc-1414",ByteHitRatio,Microsoft.Cdn/profiles,2,PT30M,PT5M,Average,LessThan,90.0,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,OriginHealthPercentage,The percentage of successful health probes from AFDX to backends.,TRUE,FALSE,"auto-generated, agc-1105",OriginHealthPercentage,Microsoft.Cdn/profiles,2,PT5M,PT1M,Average,LessThanOrEqual,90.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""origingroup"", ""values"": [""render""]}]",,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,TotalLatency,The time calculated from when the client request was received by the HTTP/S proxy until the client acknowledged the last response byte from the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-591",TotalLatency,Microsoft.Cdn/profiles,2,PT5M,PT1M,Average,GreaterThan,100.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,Percentage5XX,The percentage of all the client requests for which the response status code is 5XX,TRUE,FALSE,"auto-generated, agc-555",Percentage5XX,Microsoft.Cdn/profiles,2,PT5M,PT1M,Average,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Cdn,profiles,RequestCount,The number of client requests served by the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-332",RequestCount,Microsoft.Cdn/profiles,3,PT5M,PT1M,Total,GreaterThan,1000.0,StaticThresholdCriterion,,,,,,,"https://learn.microsoft.com/en-us/azure/cdn/monitoring-and-access-log#metrics
https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-cdn-profiles-metrics"
Kusto,clusters,IngestionLatencyInSeconds,"Latency of data ingested, from the time the data was received in the cluster until it's ready for query. The ingestion latency period depends on the ingestion scenario.",TRUE,FALSE,"auto-generated, agc-2230",IngestionLatencyInSeconds,Microsoft.Kusto/clusters,4,PT6H,PT5M,Minimum,GreaterThanOrEqual,1800.0,StaticThresholdCriterion,,,,,,,
Kusto,clusters,KeepAlive,Sanity check indicates the cluster responds to queries,TRUE,FALSE,"auto-generated, agc-1315",KeepAlive,Microsoft.Kusto/clusters,4,PT30M,PT5M,Average,LessThanOrEqual,0.5,StaticThresholdCriterion,,,,,,,
Kusto,clusters,BlobsDropped,Number of blobs permanently rejected by a component.,TRUE,FALSE,"auto-generated, agc-1139",BlobsDropped,Microsoft.Kusto/clusters,4,PT15M,PT5M,Total,GreaterThanOrEqual,100.0,StaticThresholdCriterion,,,,,,,
Kusto,clusters,IngestionResult,"Total number of sources that either failed or succeeded to be ingested. Splitting the metric by status, you can get detailed information about the status of the ingestion operations.",TRUE,FALSE,"auto-generated, agc-1111",IngestionResult,Microsoft.Kusto/clusters,4,PT30M,PT15M,Total,GreaterThanOrEqual,300.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""failurekind"", ""values"": [""permanent""]}]",,,,,,
Kusto,clusters,CPU,CPU utilization level,TRUE,FALSE,"auto-generated, agc-1023",CPU,Microsoft.Kusto/clusters,3,PT5M,PT1M,Average,GreaterThan,70.0,StaticThresholdCriterion,,,,,,,
Network,networkWatchers,connectionMonitors - TestResult,Connection monitor test result,TRUE,FALSE,"auto-generated, agc-2626",TestResult,Microsoft.Network/networkWatchers/connectionMonitors,3,PT5M,PT1M,Maximum,GreaterThan,2.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""sourcename"", ""values"": [""*""]}, {""operator"": ""include"", ""name"": ""destinationname"", ""values"": [""*""]}, {""operator"": ""include"", ""name"": ""testgroupname"", ""values"": [""*""]}, {""operator"": ""include"", ""name"": ""testconfigurationname"", ""values"": [""*""]}]",,,,,,
Network,networkWatchers,connectionMonitors - ChecksFailedPercent,% of connectivity monitoring checks failed,TRUE,FALSE,"auto-generated, agc-2269",ChecksFailedPercent,Microsoft.Network/networkWatchers/connectionMonitors,1,PT5M,PT1M,Average,GreaterThan,50.0,StaticThresholdCriterion,,,,,,,
Network,networkWatchers,connectionMonitors - RoundTripTimeMs,Round-trip time in milliseconds for the connectivity monitoring checks,TRUE,FALSE,"auto-generated, agc-959",RoundTripTimeMs,Microsoft.Network/networkWatchers/connectionMonitors,3,PT5M,PT1M,Average,GreaterThan,500.0,StaticThresholdCriterion,,,,,,,
Network,networkWatchers,connectionMonitors - ProbesFailedPercent,% of connectivity monitoring probes failed,TRUE,FALSE,"auto-generated, agc-729",ProbesFailedPercent,Microsoft.Network/networkWatchers/connectionMonitors,3,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,BytesInDDoS,Metric Alert for Public IP Address Bytes IN DDOS,TRUE,FALSE,alz,BytesInDDoS,Microsoft.Network/publicIPAddresses,4,PT5M,PT5M,Maximum,GreaterThan,8000000,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,IfUnderDDoSAttack,Metric Alert for Public IP Address Under Attack,TRUE,TRUE,alz,IfUnderDDoSAttack,Microsoft.Network/publicIPAddresses,1,PT5M,PT5M,Maximum,GreaterThan,0,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,PacketsInDDoS,Inbound packets DDoS,TRUE,FALSE,alz,PacketsInDDoS,Microsoft.Network/publicIPAddresses,4,PT5M,PT5M,Total,GreaterThanOrEqual,40000,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,VipAvailability,Average IP Address availability per time duration,TRUE,FALSE,alz,VipAvailability,Microsoft.Network/publicIPAddresses,1,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/monitor-public-ip#alerts
https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-supported#microsoftnetworkpublicipaddresses"
Network,publicIPAddresses,TCPPacketsInDDoS,Inbound TCP packets DDoS,TRUE,FALSE,"auto-generated, agc-455",TCPPacketsInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThanOrEqual,40000.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,TCPBytesInDDoS,Inbound TCP bytes DDoS,TRUE,FALSE,"auto-generated, agc-453",TCPBytesInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThan,40000.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,UDPPacketsInDDoS,Inbound UDP packets DDoS,TRUE,FALSE,"auto-generated, agc-424",UDPPacketsInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThanOrEqual,40000.0,StaticThresholdCriterion,,,,,,,
Network,publicIPAddresses,UDPBytesInDDoS,Inbound UDP bytes DDoS,TRUE,FALSE,"auto-generated, agc-420",UDPBytesInDDoS,Microsoft.Network/publicIPAddresses,3,PT1H,PT1M,Maximum,GreaterThanOrEqual,40000.0,StaticThresholdCriterion,,,,,,,
Network,trafficmanagerprofiles,ProbeAgentCurrentEndpointStateByProfileResourceId,"1 if an endpoint's probe status is ""Enabled"", 0 otherwise.",TRUE,FALSE,"auto-generated, agc-5279",ProbeAgentCurrentEndpointStateByProfileResourceId,Microsoft.Network/trafficmanagerprofiles,3,PT5M,PT1M,Maximum,LessThan,1.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""endpointname"", ""values"": [""*""]}]",,,,,,
Network,trafficmanagerprofiles,QpsByEndpoint,Number of times a Traffic Manager endpoint was returned in the given time frame,TRUE,FALSE,"auto-generated, agc-384",QpsByEndpoint,Microsoft.Network/trafficmanagerprofiles,3,P1D,PT15M,Total,LessThanOrEqual,0.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""endpointname"", ""values"": [""*""]}]",,,,,,
Network,dnszones,RecordSetCapacityUtilization,Percent of Record Set capacity utilized by a DNS zone,TRUE,FALSE,"auto-generated, agc-1034",RecordSetCapacityUtilization,Microsoft.Network/dnszones,3,PT1H,PT30M,Maximum,GreaterThan,60.0,StaticThresholdCriterion,,,,,,,
Network,dnszones,QueryVolume,Number of queries served for a DNS zone,TRUE,FALSE,"auto-generated, agc-468",QueryVolume,Microsoft.Network/dnszones,2,PT1H,PT5M,Total,GreaterOrLessThan,,DynamicThresholdCriterion,,Low,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,,
Network,bastionHosts,Bastion Communication Status,Communication status shows 1 if all communication is good and 0 if its bad.,TRUE,FALSE,,pingmesh,Microsoft.Network/bastionHosts,2,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-bastionhosts-metrics
Network,bastionHosts,CPU Usage,CPU Usage stats.,TRUE,FALSE,,usage_user,Microsoft.Network/bastionHosts,3,PT5M,PT5M,Average,GreaterThan,85,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-bastionhosts-metrics
Network,bastionHosts,Memory Usage,Memory Usage stats.,TRUE,FALSE,,used,Microsoft.Network/bastionHosts,3,PT5M,PT5M,Average,GreaterThan,85,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-bastionhosts-metrics
Network,frontDoors,BackendHealthPercentage,The percentage of successful health probes from the HTTP/S proxy to backends,TRUE,FALSE,"auto-generated, agc-1986",BackendHealthPercentage,Microsoft.Network/frontdoors,1,PT5M,PT1M,Average,LessThan,80.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-frontdoors-metrics
Network,frontDoors,RequestCount,The number of client requests served by the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-383",RequestCount,Microsoft.Network/frontdoors,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-frontdoors-metrics
Network,frontDoors,BackendRequestLatency,The time calculated from when the request was sent by the HTTP/S proxy to the backend until the HTTP/S proxy received the last response byte from the backend,TRUE,FALSE,"auto-generated, agc-348",BackendRequestLatency,Microsoft.Network/frontdoors,3,PT5M,PT1M,Average,GreaterThan,15000.0,StaticThresholdCriterion,,,,,,,
Network,frontDoors,TotalLatency,The time calculated from when the client request was received by the HTTP/S proxy until the client acknowledged the last response byte from the HTTP/S proxy,TRUE,FALSE,"auto-generated, agc-334",TotalLatency,Microsoft.Network/frontdoors,3,PT5M,PT1M,Average,GreaterThan,25000.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-frontdoors-metrics
Network,applicationGateways,Backend Last Byte Response Time,Time interval between start of establishing a connection to backend server and receiving the last byte of the response body,TRUE,FALSE,alz,BackendLastByteResponseTime,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Total,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 2, ""minFailingPeriodsToAlert"": 2}",,,false,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/application-gateway/application-gateway-metrics
https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway"
Network,applicationGateways,UnhealthyHostCount,Number of unhealthy backend hosts,TRUE,FALSE,"auto-generated, agc-12269",UnhealthyHostCount,Microsoft.Network/applicationGateways,1,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,FailedRequests,Count of failed requests that Application Gateway has served,TRUE,FALSE,"auto-generated, agc-5684",FailedRequests,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,HealthyHostCount,Number of healthy backend hosts,TRUE,FALSE,"auto-generated, agc-4212",HealthyHostCount,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,LessThan,1.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,ResponseStatus,Http response status returned by Application Gateway,TRUE,FALSE,"auto-generated, agc-2218",ResponseStatus,Microsoft.Network/applicationGateways,1,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""httpstatusgroup"", ""values"": [""5xx""]}]",,,,,,
Network,applicationGateways,ApplicationGatewayTotalTime,"Time that it takes for a request to be processed and its response to be sent. This is the interval from the time when Application Gateway receives the first byte of an HTTP request to the time when the response send operation finishes. It's important to note that this usually includes the Application Gateway processing time, time that the request and response packets are traveling over the network and the time the backend server took to respond.",TRUE,FALSE,"auto-generated, agc-1728",ApplicationGatewayTotalTime,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Average,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,CapacityUnits,Capacity Units consumed,TRUE,FALSE,"auto-generated, agc-1673",CapacityUnits,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Average,GreaterThan,75.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,BackendResponseStatus,The number of HTTP response codes generated by the backend members. This does not include any response codes generated by the Application Gateway.,TRUE,FALSE,"auto-generated, agc-1481",BackendResponseStatus,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,"[{""operator"": ""include"", ""name"": ""httpstatusgroup"", ""values"": [""5xx""]}]",,,,,,
Network,applicationGateways,CpuUtilization,Current CPU utilization of the Application Gateway,TRUE,FALSE,"auto-generated, agc-1234",CpuUtilization,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,BackendConnectTime,Time spent establishing a connection with a backend server,TRUE,FALSE,"auto-generated, agc-1222",BackendConnectTime,Microsoft.Network/applicationGateways,2,PT5M,PT5M,Average,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,ComputeUnits,Compute Units consumed,TRUE,FALSE,"auto-generated, agc-1088",ComputeUnits,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Average,GreaterThan,75.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,Throughput,Number of bytes per second the Application Gateway has served,TRUE,FALSE,"auto-generated, agc-687",Throughput,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,GreaterThan,167772160.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,TotalRequests,Count of successful requests that Application Gateway has served,TRUE,FALSE,"auto-generated, agc-542",TotalRequests,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,CurrentConnections,Count of current connections established with Application Gateway,TRUE,FALSE,"auto-generated, agc-522",CurrentConnections,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,EstimatedBilledCapacityUnits,Estimated capacity units that will be charged,TRUE,FALSE,"auto-generated, agc-320",EstimatedBilledCapacityUnits,Microsoft.Network/applicationGateways,2,PT30M,PT15M,Average,GreaterThan,20.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,AzwafSecRule,Matched Managed Rules,TRUE,FALSE,"auto-generated, agc-311",AzwafSecRule,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,75.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,BackendFirstByteResponseTime,"Time interval between start of establishing a connection to backend server and receiving the first byte of the response header, approximating processing time of backend server",TRUE,FALSE,"auto-generated, agc-270",BackendFirstByteResponseTime,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,GreaterThan,2000.0,StaticThresholdCriterion,,,,,,,
Network,privateDnsZones,VirtualNetworkLinkCapacityUtilization,Percent of Virtual Network Link capacity utilized by a Private DNS zone,TRUE,FALSE,alz,VirtualNetworkLinkCapacityUtilization,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThanOrEqual,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,QueryVolume,Number of queries served for a Private DNS zone,TRUE,FALSE,alz,QueryVolume,Microsoft.Network/privateDnsZones,4,PT1H,PT1H,Total,GreaterThanOrEqual,500,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,RecordSetCapacityUtilization,Percent of Record Set capacity utilized by a Private DNS zone,TRUE,FALSE,alz,RecordSetCapacityUtilization,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThanOrEqual,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,VirtualNetworkWithRegistrationCapacityUtilization,Percent of Virtual Network Link with auto-registration capacity utilized by a Private DNS zone,TRUE,FALSE,alz,VirtualNetworkWithRegistrationCapacityUtilization,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThanOrEqual,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-privatednszones-metrics
Network,privateDnsZones,RecordSetCount,Number of Record Sets in a Private DNS zone,TRUE,FALSE,"auto-generated, agc-472",RecordSetCount,Microsoft.Network/privateDnsZones,2,PT1H,PT1H,Maximum,GreaterThan,18750.0,StaticThresholdCriterion,,,,,,,
Network,vpnGateways,TunnelAverageBandwidth,Metric Alert for VPN Gateway Bandwidth Utilization,TRUE,FALSE,alz,TunnelAverageBandwidth,Microsoft.Network/vpnGateways,0,PT5M,PT1M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/service-health/alerts-activity-log-service-notifications-portal
https://www.microsoft.com/videoplayer/embed/RE2OtUa"
Network,vpnGateways,BGP Peer Status,Metric Alert for VPN Gateway BGP peer status,TRUE,FALSE,alz,BgpPeerStatus,Microsoft.Network/vpnGateways,0,PT5M,PT1M,Total,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelEgressBytes,Metric Alert for VPN Gateway tunnel egress bytes,TRUE,FALSE,alz,TunnelEgressBytes,Microsoft.Network/vpnGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelEgressPacketDropCount,Metric Alert for VPN Gateway tunnel TunnelEgressPacketDropCount,TRUE,FALSE,alz,TunnelEgressPacketDropCount,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelEgressPacketDropTSMismatch,Metric Alert for VPN Gateway tunnel TunnelEgressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelEgressPacketDropTSMismatch,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
